x1,x2
0.658800584214951,-0.3559625438445129
1.9863019861551894,-0.13348998242316992
-0.11162343962102696,0.45508109517831813
0.90500816403622,0.26679822736053516
1.1816189250375388,-0.49496507198069767
1.0216909083730261,-0.44027264990705445
0.3984108301724676,-0.2626582215433864
-0.5812959989293193,0.7195239339045542
0.9203644558179153,0.06419017902582116
0.1925457218807331,0.004358115660165786
1.3109218128915459,-0.3244345815781325
0.37913963800536615,0.8679811165788396
0.9479731561031632,-0.4865145600016089
0.6524519812396318,0.8980146187300094
0.14238775466972153,-0.014106192939151635
0.9986809177499458,-0.545590675188843
2.002210316300711,0.3112901964951153
0.7211016831738208,-0.3900094226440946
-0.884789223592936,0.021667462097061458
0.15606765078048052,0.2680346463424267
-0.05514514639246659,1.0113727991542663
-0.8177005363975927,0.5681656422256467
1.5071029501610105,-0.4379923853647524
1.5089524634917855,-0.401684929506495
-0.7257359290252354,0.8413030985571212
0.5997015122957254,0.7806788276044595
1.857392481662465,0.10273878203863694
2.1212760648537587,0.42604596811356366
0.05483799101932605,0.25127390917526266
1.4719357385748433,-0.31228944108344325
1.0455212133804055,0.4171120369187909
0.044462600220091165,0.24445078770409584
0.8513897929498461,0.5907056370372692
0.8391165903539263,0.35117657857189405
0.7392883023731598,-0.3471022200184338
-0.8332709426147564,0.5657638096927395
1.0145494791806569,0.01807816170069232
-0.24539294989029078,1.0483837822955757
0.5955758924767917,0.9569302840540342
-0.07452504180731288,1.1469971791630211
-0.4387064744259058,0.8224913307539198
-0.05061285638009228,1.1492603697806578
1.961114183944394,0.15471328617771918
0.19738967557652976,0.9452193706462926
-0.21228380570989153,0.8945956544643388
0.36354837599742157,1.0766085314299156
1.188693199683123,-0.5172595401674499
1.0994187348536157,-0.3076624843255532
-0.6634390453021297,0.7909787126863308
1.1204241225393026,-0.48575170019060704
0.2452418404202366,-0.08110397598766406
-1.146238343953926,0.20767066537086798
1.2517743793132121,-0.28472343969670544
0.04440581906969813,1.0056222241721229
2.034257189454778,0.44916363658082176
1.8646516620417541,0.08815953071992688
-0.38600695313325406,0.8524038651477464
-0.4104423133622578,0.9042569766167597
0.4432968307808188,-0.15805891080420464
0.8932241303037808,0.5495453247867799
1.1070995557908085,-0.4173825025381931
0.3651624459345023,0.890260997231547
0.8489949159164734,0.028524310818758156
0.20661987163031237,-0.0798235729971162
0.23952764856500142,-0.0013200987120541088
0.7738979471010232,0.6121214066913837
0.8953042125484073,0.5218776704615609
1.5745445940408735,-0.21150203875475274
